PFCNTR,DMA_CODE,DMA_DESC,OPEN_BRANDS_DESC,OPERTNL_STAT_CODE,LEGAL_ENTITY_NAME,CITY_NAME,STATE_CODE,CNTY_NAME,ZIP_CODE,CNTRY,Latitude,Longitude
334700,506,"E. Mass/Southern, NH",DD,Open,"JLC Donuts, Inc.",Paxton,MA,Worcester,1612,USA,42.306478,-71.923631
334706,501,"Metro, NY",DD,Open,"DF-Jersey City Donuts, Inc",Jersey City,NJ,Hudson,7302,USA,40.717091,-74.052378
334708,524,"Atlanta, GA",BR/DD,Open,"Macon Donuts & Coffee, Inc.",Norcross,GA,Gwinnett,30092,USA,33.984724,-84.213739
334714,511,"Washington, DC",BR/DD,Open,E & P Inc.,Washington,DC,DISTRICT OF COLUMBIA,20002,USA,38.917536,-76.970353
334715,506,"E. Mass/Southern, NH",DD,Open,"Watermark Donut Company, Inc.",Boston,MA,Suffolk,2110,USA,42.35354,-71.057967
334716,555,"Syracuse, NY",DD,Open,"Alexa Donuts, LLC",Syracuse,NY,Onondaga,13205,USA,43.010313,-76.141961
334718,504,"Philadelphia, PA",DD,Open,Pleasantville Donuts Inc.,Pleasantville,NJ,Atlantic,8232,USA,39.408533,-74.520404
334720,501,"Metro, NY",DD,Open,TRTD Donuts Allendale LLC,Allendale,NJ,BERGEN,7401,USA,41.030028,-74.127198
334721,862,"Sacramento/Stockton, CA",BR,Open,Kwatras LLC,Sacramento,CA,Sacramento,95864,USA,38.595682,-121.362709
334723,501,"Metro, NY",DD,Open,"Baj Of New Providence, L.L.C.",New Providence,NJ,UNION,7974,USA,40.706822,-74.405232
334724,506,"E. Mass/Southern, NH",DD,Open,"New Generation Donuts, LLC",Mashpee,MA,BARNSTABLE,2649,USA,41.649253,-70.482055
334725,807,"San Francisco, CA",BR,Permanent Close,Alan A. Chun,Foster City,CA,San Mateo,94404,USA,37.54561,-122.27213
334726,501,"Metro, NY",DD,Permanent Close,"MAKINDOUGH, INC.",Wayne,NJ,PASSAIC,7470,USA,40.912371,-74.242534
334727,501,"Metro, NY",BR/DD,Open,"Grand Central Donuts, Inc.",East Elmhurst,NY,Queens,11369,USA,40.76216,-73.86901
334728,543,"Springfield, MA",DD,Open,"Westfield Donuts, Inc.",Westfield,MA,HAMPDEN,1085,USA,42.155872,-72.725376
334734,521,"Providence, RI",DD,Open,"Braga Bros. Bakery, Inc.",Fall River,MA,Bristol,2721,USA,41.699449,-71.159771
334736,506,"E. Mass/Southern, NH",DD,Open,Greenland Donuts LLC,Greenland,NH,ROCKINGHAM,3840,USA,43.03976,-70.82794
334750,868,"Chico/Redding, CA",BR,Open,Her Family Enterprise LLC,Chico,CA,Butte,95926,USA,39.754907,-121.864301
334756,506,"E. Mass/Southern, NH",DD,Open,OHM Concession Group LLC,East Boston,MA,Suffolk,2128,USA,42.367,-71.0174
334763,506,"E. Mass/Southern, NH",DD,Open,"Northbridge Donuts, Inc.",Uxbridge,MA,Worcester,1569,USA,42.085984,-71.695597
334764,501,"Metro, NY",DD,Temporary Close,FAIRVIEW DONUTS LLC,Fairview,NJ,BERGEN,7022,USA,40.821901,-73.992621
334769,862,"Sacramento/Stockton, CA",BR,Open,Kurt Bratton,Cameron Park,CA,EL DORADO,95682,USA,38.658063,-120.969825
334770,790,"Albuquerque, NM",BR,Open,Richard C. Serna,Santa Fe,NM,Santa Fe,87505,USA,35.661991,-105.978347
334771,521,"Providence, RI",DD,Open,"Aquidneck Donuts, Inc.",Newport,RI,Newport,2840,USA,41.50962,-71.318311
334773,521,"Providence, RI",DD,Open,"GREENVILLE DONUTS, LLC",Smithfield,RI,PROVIDENCE,2917,USA,41.870687,-71.531335
334774,524,"Atlanta, GA",DD,Open,"Highway 9 Donuts Holdings, LLC",Roswell,GA,Fulton,30076,USA,34.065561,-84.320583
334776,528,"Miami-FT. Lauderdale, FL",DD,Open,KENDELL DONUTS LLC,Miami,FL,Miami-Dade,33177,USA,25.624268,-80.413979
334777,548,"W. Palm Bch/Ft. Pierce, FL",DD,Open,"Ambica Of Lantana, Inc.",Lantana,FL,Palm Beach,33462,USA,26.587429,-80.066156
334778,548,"W. Palm Bch/Ft. Pierce, FL",DD,Open,"Rinkesh, Inc.",Boynton Beach,FL,Palm Beach,33426,USA,26.516274,-80.076893
334783,533,"Hartford-New Haven, CT",DD,Open,"Prospect Donuts, Inc.",Prospect,CT,New Haven,6712,USA,41.505378,-72.980424
334786,560,"Raleigh/Durham, NC",BR/DD,Open,NCZ SIX FORQ LLC,Raleigh,NC,Wake,27609,USA,35.852968,-78.642809
334799,506,"E. Mass/Southern, NH",DD,Open,"Meri Donuts, Inc.",Peterborough,NH,Hillsborough,3458,USA,42.890852,-71.943313
334898,501,"Metro, NY",DD,Permanent Close,Aban Enterprise LLC,New York,NY,New York,10016,USA,40.744504,-73.985966
334913,506,"E. Mass/Southern, NH",DD,Open,The Epstein Porter II LLC,Cambridge,MA,MIDDLESEX,2142,USA,42.36655,-71.09409
334914,506,"E. Mass/Southern, NH",DD,Open,"Watermark Donut Company, Inc.",Boston,MA,Suffolk,2111,USA,42.352339,-71.062559
334915,866,"Fresno/Visalis, CA",BR,Permanent Close,Singh & Sons Inc.,Visalia,CA,Tulare,93291,USA,36.329863,-119.295921
334916,506,"E. Mass/Southern, NH",DD,Open,"Watermark Donut Company, Inc.",Boston,MA,Suffolk,2109,USA,42.359102,-71.054752
334917,533,"Hartford-New Haven, CT",DD,Permanent Close,"Great American Donut, Inc.",Hartford,CT,Hartford,6103,USA,41.766779,-72.674666
334918,532,"Albany-Schenectady-Troy, NY",DD,Open,"Maria Donuts, Inc.",Hudson,NY,COLUMBIA,12534,USA,42.271886,-73.723869
334919,100,TFA,BR,Open,"Wend-XX, Inc.",Hope,AR,Hempstead,71801,USA,33.680184,-93.606231
334920,501,"Metro, NY",DD,Open,VBCE OF RT 57 LIMITED LIABILITY COMPANY,Hackettstown,NJ,Warren,7840,USA,40.820467,-74.83799
334921,504,"Philadelphia, PA",DD/BR,Temporary Close,Kinjal Enterprise LLC,Paulsboro,NJ,Gloucester,8066,USA,39.819672,-75.237517
334928,501,"Metro, NY",DD,Open,"GRF-Hopatcong Donuts, Inc.",Landing,NJ,MORRIS,7850,USA,40.907254,-74.665664
334933,501,"Metro, NY",DD,Open,"Hillcrest Marshall, Inc.",Elmsford,NY,WESTCHESTER,10523,USA,41.060801,-73.815017
334937,528,"Miami-FT. Lauderdale, FL",DD,Open,"WESTON PLAZA DONUTS, LLC",Davie,FL,BROWARD,33331,USA,26.063754,-80.362046
334948,501,"Metro, NY",DD/BR,Permanent Close,"DF-Holland, Inc.",Jersey City,NJ,Hudson,7310,USA,40.732237,-74.044807
335006,533,"Hartford-New Haven, CT",DD,Open,"ICA SUFFIELD DONUTS, INC.",Suffield,CT,HARTFORD,6078,USA,41.983822,-72.656095
335007,543,"Springfield, MA",DD,Open,"Jessica Donuts, Inc.",Springfield,MA,HAMPDEN,1108,USA,42.086881,-72.556016
335009,506,"E. Mass/Southern, NH",DD,Open,"Hudtrom, LLC",Hudson,MA,Middlesex,1749,USA,42.37977,-71.566033
335011,506,"E. Mass/Southern, NH",DD,Open,"Wolcott Square, LLC",Hyde Park,MA,SUFFOLK,2136,USA,42.237878,-71.132123
335014,501,"Metro, NY",DD,Open,Metro Franchising Commissary LLC,Brooklyn,NY,KINGS,11214,USA,40.598238,-73.997287
335015,501,"Metro, NY",DD,Open,Metro Franchising Commissary LLC,Whitestone,NY,QUEENS,11357,USA,40.78237,-73.8035
335022,501,"Metro, NY",BR/DD,Open,"Buckelew @ Jamesburg, LLC",Jamesburg,NJ,MIDDLESEX,8831,USA,40.346694,-74.433655
335032,506,"E. Mass/Southern, NH",DD,Open,"C & L Donuts, Inc.",Sterling,MA,Worcester,1564,USA,42.444486,-71.752294
335034,500,"Portland, ME",DD,Open,"Gorham Distribution Center, LLC",Gorham,ME,CUMBERLAND,4038,USA,43.68898,-70.3958
335035,500,"Portland, ME",DD,Open,"Scarborough Donuts, LLC",Scarborough,ME,CUMBERLAND,4074,USA,43.593036,-70.328777
335037,521,"Providence, RI",DD,Open,"MJ Donuts, Inc.",North Kingstown,RI,Washington,2852,USA,41.62948,-71.462548
335039,506,"E. Mass/Southern, NH",DD,Open,"Wheel In Donuts, Inc.",Middleboro,MA,PLYMOUTH,2346,USA,41.90288,-70.96895
335041,521,"Providence, RI",DD,Open,"Coco Group, LLC",Raynham,MA,Bristol,2767,USA,41.974294,-71.067625
335049,501,"Metro, NY",BR/DD,Open,137 Nasary Donut Corp.,Brooklyn,NY,Kings,11237,USA,40.7041,-73.91854
335051,528,"Miami-FT. Lauderdale, FL",DD,Open,"SSC335051, LLC",Miami,FL,Miami-Dade,33155,USA,25.747837,-80.334001
335055,521,"Providence, RI",DD,Open,"RHODE ISLAND DONUTS, LLC",Providence,RI,PROVIDENCE,2906,USA,41.823046,-71.389761
335070,501,"Metro, NY",DD,Open,Lafayette Donuts LLC,Bridgeport,CT,Fairfield,6604,USA,41.173479,-73.192486
335170,501,"Metro, NY",BR/DD,Open,Shiv Donuts Inc.,Paterson,NJ,PASSAIC,7503,USA,40.899996,-74.160685
335173,504,"Philadelphia, PA",DD,Open,"Bear Donuts, LLC",Bear,DE,New Castle,19701,USA,39.629114,-75.666613
335176,506,"E. Mass/Southern, NH",DD,Permanent Close,"Cape Management Team, LLC",West Yarmouth,MA,Barnstable,2673,USA,41.657503,-70.270388
335178,602,"Chicago, IL",DD/BR,Permanent Close,"Diversey D.B.T., Inc.",Chicago,IL,Cook,60614,USA,41.932603,-87.649458
335188,501,"Metro, NY",BR/DD,Open,"SAMP1993, LLC",Piscataway,NJ,Middlesex,8854,USA,40.541218,-74.423832
335190,770,"Salt Lake City, UT",BR,Permanent Close,Jode LLC,Salt Lake City,UT,Salt Lake,84102,USA,40.760063,-111.874374
335397,521,"Providence, RI",DD,Open,"Meadow Donuts, Inc.",Warwick,RI,Kent,2889,USA,41.701956,-71.385754
335401,501,"Metro, NY",DD,Open,KOOLATTA @ DENVILLE INC,Denville,NJ,Morris,7834,USA,40.874035,-74.482171
335403,501,"Metro, NY",DD,Open,"Shelton Old Stratford Donuts, Inc.",Shelton,CT,FAIRFIELD,6484,USA,41.276364,-73.119087
335404,501,"Metro, NY",DD,Open,SANFORD BOULEVARD DONUTS INC.,Mount Vernon,NY,WESTCHESTER,10550,USA,40.900874,-73.819657
335407,571,"Fort Myers, FL",DD,Open,PURPLE ROCK INVESTMENT COMPANY LLC,Port Charlotte,FL,CHARLOTTE,33953,USA,27.017976,-82.165964
335411,524,"Atlanta, GA",BR/DD,Open,"Golden Donuts, LLC",Lilburn,GA,Gwinnett,30047,USA,33.906138,-84.112184
335416,506,"E. Mass/Southern, NH",DD,Open,"Plain St. Donuts, Inc.",Pembroke,MA,PLYMOUTH,2359,USA,42.107333,-70.770721
335426,602,"Chicago, IL",BR/DD,Open,"Romeoville Donuts, Inc.",Romeoville,IL,Will,60446,USA,41.654247,-88.079773
335428,506,"E. Mass/Southern, NH",DD,Open,"Newton Donuts, Inc.",Newton,MA,Middlesex,2461,USA,42.330824,-71.209663
335429,533,"Hartford-New Haven, CT",DD,Permanent Close,"Great American Donut, Inc.",Farmington,CT,HARTFORD,6032,USA,41.73785,-72.795466
335433,501,"Metro, NY",DD,Open,KREME AT CHESTER INC,Chester,NJ,Morris,7930,USA,40.780773,-74.698451
335436,506,"E. Mass/Southern, NH",DD,Open,"Nashoba Valley Donuts, LLC",Billerica,MA,Middlesex,1821,USA,42.533426,-71.262902
335439,511,"Washington, DC",DD,Open,"Winchester Donuts, L.L.C.",Winchester,VA,Winchester,22601,USA,39.185388,-78.139978
335440,511,"Washington, DC",BR/DD,Open,"A & L Donuts, Inc.",Aspen Hill,MD,Montgomery,20906,USA,39.080911,-77.080919
335449,504,"Philadelphia, PA",DD,Open,Subh Laksmi Corporation,Philadelphia,PA,Philadelphia,19139,USA,39.959172,-75.231375
335450,555,"Syracuse, NY",DD,Open,"Syracuse Foodservice Group, Inc.",Syracuse,NY,Onondaga,13206,USA,43.069255,-76.105893
335456,506,"E. Mass/Southern, NH",DD,Open,"C & N Food Service, Inc.",Upton,MA,WORCESTER,1568,USA,42.170889,-71.619566
335460,533,"Hartford-New Haven, CT",DD,Open,"Stafford Donuts, Inc.",Stafford Springs,CT,TOLLAND,6076,USA,41.964411,-72.319297
335462,521,"Providence, RI",DD,Open,"Warren Donuts, LLC",Warren,RI,BRISTOL,2885,USA,41.717495,-71.268927
335465,534,"Orlando/Daytona/Melbourne, FL",DD/BR,Permanent Close,"SSRM 10, LLC",Kissimmee,FL,OSCEOLA,34746,USA,28.333461,-81.519677
335467,566,"Lancaster/Harrisburg/York, PA",DD,Open,Nyal Karan Donut Inc.,Chambersburg,PA,FRANKLIN,17201,USA,39.925228,-77.616623
335468,512,"Baltimore, MD",DD,Open,"RAJ & KK, L.L.C.",Owings Mills,MD,Baltimore,21117,USA,39.400337,-76.753883
335470,500,"Portland, ME",DD,Permanent Close,"Graziela Donuts, Inc.",Augusta,ME,KENNEBEC,4330,USA,44.319279,-69.765877
335473,839,"Las Vegas, NV",BR,Open,APOLLO CAPITAL HD1 LLC,Henderson,NV,Clark,89052,USA,35.996963,-115.101705
335478,504,"Philadelphia, PA",DD,Open,"Swami Enterprises, Inc.",Wilmington,DE,New Castle,19805,USA,39.74698,-75.611492
335482,501,"Metro, NY",DD,Open,Babson Partners Chestnut St LLC,Newark,NJ,Essex,7105,USA,40.722529,-74.164921
335484,501,"Metro, NY",DD,Open,"Kanha, Inc.",Union,NJ,UNION,7083,USA,40.705706,-74.260814
335504,501,"Metro, NY",BR,Open,"ADP Scoop, LLC",Franklin Square,NY,Nassau,11010,USA,40.71119,-73.676351
335507,501,"Metro, NY",DD,Open,"Shannon Donuts, Inc.",Bedminster,NJ,SOMERSET,7921,USA,40.679704,-74.650557
335510,506,"E. Mass/Southern, NH",DD,Open,"Mindas Donuts, Inc.",Plaistow,NH,ROCKINGHAM,3865,USA,42.842,-71.107
335512,506,"E. Mass/Southern, NH",DD,Open,"MATT DONUTS, INC.",Warner,NH,MERRIMACK,3278,USA,43.289276,-71.833533
335516,504,"Philadelphia, PA",DD,Open,"Neelkanth, LLC",Willow Grove,PA,Montgomery,19090,USA,40.169092,-75.126912
335522,524,"Atlanta, GA",DD,Temporary Close,"Golden Donuts, LLC",Atlanta,GA,Fulton,30303,USA,33.758288,-84.394698
335524,506,"E. Mass/Southern, NH",DD,Open,"Cushing Donuts, Inc.",Belmont,MA,Middlesex,2478,USA,42.38694,-71.190953
335530,100,TFA,BR,Open,YRS PROPERTIES LLC,Sheridan,AR,Grant,72150,USA,34.306937,-92.398933
335532,501,"Metro, NY",BR/DD,Open,"Deck 4-737, LLC",Brooklyn,NY,KINGS,11232,USA,40.66051,-73.99759
335535,533,"Hartford-New Haven, CT",DD,Open,"Great American Donut, Inc.",West Hartford,CT,Hartford,6107,USA,41.758978,-72.742875
335537,521,"Providence, RI",DD,Open,"DFG Donuts, Inc.",Lincoln,RI,PROVIDENCE,2865,USA,41.934932,-71.477024
335539,555,"Syracuse, NY",DD,Open,"Oswego Foodservice Group, LLC",Oswego,NY,OSWEGO,13126,USA,43.452968,-76.530612
335541,506,"E. Mass/Southern, NH",DD,Open,"JLW Donuts, LLC",Avon,MA,NORFOLK,2322,USA,42.126324,-71.068072
335542,506,"E. Mass/Southern, NH",DD,Permanent Close,"K & T Donuts, Inc.",Winchester,MA,Middlesex,1890,USA,42.45213,-71.136699
335543,543,"Springfield, MA",DD,Permanent Close,"Northampton Donuts, Inc.",Northampton,MA,HAMPSHIRE,1060,USA,42.337543,-72.63668
335547,528,"Miami-FT. Lauderdale, FL",DD,Open,"CORAL SPRINGS DONUTS, LLC",Coral Springs,FL,BROWARD,33076,USA,26.304676,-80.280456
335550,862,"Sacramento/Stockton, CA",BR,Open,Kulveer Kaur,Rancho Cordova,CA,Sacramento,95670,USA,38.582387,-121.316647
335553,100,TFA,BR,Open,"A - Squared Enterprises, LLC",Tupelo,MS,LEE,38804,USA,34.314306,-88.70648
335560,506,"E. Mass/Southern, NH",DD,Open,"C & L Donuts, Inc.",Rutland,MA,Worcester,1543,USA,42.376124,-71.955173
335562,523,"Burlington, VT-Plattsburgh, NY",DD,Open,"Mountain View Donuts, LLC",Whitefield,NH,Coos,3598,USA,44.371967,-71.611234
335573,506,"E. Mass/Southern, NH",DD,Temporary Close,"Rockland Donuts, Inc.",Rockland,MA,PLYMOUTH,2370,USA,42.161179,-70.901241
335574,506,"E. Mass/Southern, NH",DD,Open,"Amherst St. Donuts, Inc.",Nashua,NH,HILLSBOROUGH,3060,USA,42.775084,-71.489992
335577,504,"Philadelphia, PA",DD,Open,"Brigantine Donuts, Inc.",Brigantine,NJ,Atlantic,8203,USA,39.394599,-74.398299
335586,506,"E. Mass/Southern, NH",DD,Open,"Fast Foods & Restaurants, Inc.",Quincy,MA,NORFOLK,2169,USA,42.262481,-70.985493
335596,501,"Metro, NY",BR/DD,Open,"Canyon Donuts Seaford, Inc.",Seaford,NY,Nassau,11783,USA,40.66676,-73.48401
335599,501,"Metro, NY",DD,Open,"N.A.T.C. Donuts, Inc.",Westfield,NJ,UNION,7090,USA,40.649065,-74.341885
335602,506,"E. Mass/Southern, NH",DD,Open,"Dechal, Inc.",Beverly,MA,Essex,1915,USA,42.554875,-70.883476
335617,803,"Los Angeles, CA",BR,Permanent Close,HBMD Corporation,Los Angeles,CA,LOS ANGELES,90039,USA,34.126331,-118.263382
335618,803,"Los Angeles, CA",BR,Open,SNI CORPORATION,Studio City,CA,Los Angeles,91604,USA,34.140218,-118.369361
335624,501,"Metro, NY",DD,Open,Route 66 Donuts LLC,Neptune,NJ,Monmouth,7753,USA,40.228732,-74.067432
335625,501,"Metro, NY",DD,Open,"Kruller, Inc.",Rutherford,NJ,Bergen,7070,USA,40.82783,-74.103291
335628,506,"E. Mass/Southern, NH",DD,Open,"Plain St. Donuts, Inc.",Marshfield,MA,PLYMOUTH,2050,USA,42.106968,-70.755263
335630,506,"E. Mass/Southern, NH",DD,Open,"Silver Spring Donuts, Inc.",Franklin,MA,NORFOLK,2038,USA,42.06586,-71.399339
335670,506,"E. Mass/Southern, NH",DD,Open,"Cape Cod Enterprises, LLC",Hyannis,MA,Barnstable,2601,USA,41.662969,-70.299109
335674,534,"Orlando/Daytona/Melbourne, FL",DD,Open,"AC RODMAN ST, LLC",Palm Bay,FL,Brevard,32905,USA,28.034655,-80.646063
335676,506,"E. Mass/Southern, NH",DD,Open,"South Franklin Donuts, Inc.",Holbrook,MA,NORFOLK,2343,USA,42.154837,-71.009836
335677,506,"E. Mass/Southern, NH",DD,Open,"Lynnfells Co, LLC",Melrose,MA,Middlesex,2176,USA,42.463891,-71.062697
335678,506,"E. Mass/Southern, NH",DD,Open,THE WALDWIN GROUP INCORPORATED,Dorchester,MA,Suffolk,2121,USA,42.3092,-71.0819
335679,506,"E. Mass/Southern, NH",DD,Open,"VFW Parkway Donuts, Inc.",West Roxbury,MA,SUFFOLK,2132,USA,42.270867,-71.172642
335680,506,"E. Mass/Southern, NH",DD,Open,Lakeside-Op LLC,Marlboro,MA,MIDDLESEX,1752,USA,42.341527,-71.579066
335684,100,TFA,BR,Open,"Flash Market, Inc.",Searcy,AR,White,72143,USA,35.234786,-91.698677
335686,501,"Metro, NY",DD,Open,"DF-Jersey Avenue Donuts, Inc",Jersey City,NJ,Hudson,7310,USA,40.735066,-74.043737
335687,501,"Metro, NY",DD,Open,FAC 38 ML LLC,Eastchester,NY,Westchester,10707,USA,40.956022,-73.812693
335690,501,"Metro, NY",DD,Open,G & A Donut Corp,Stratford,CT,FAIRFIELD,6615,USA,41.191977,-73.13644
335691,501,"Metro, NY",DD,Open,"FRJ Merrick Donuts, Inc.",Rockville Centre,NY,Nassau,11570,USA,40.65387,-73.63242
335694,533,"Hartford-New Haven, CT",DD,Permanent Close,DAndrea Corporation,Milford,CT,New Haven,6460,USA,41.204228,-73.095809
335697,521,"Providence, RI",DD,Open,"A & R Retailers, Inc.",Raynham,MA,BRISTOL,2767,USA,41.937555,-71.081012
335698,536,"Youngstown, OH",DD,Open,"Spice Mill, Inc.",Canfield,OH,MAHONING,44406,USA,41.024154,-80.729238
335700,504,"Philadelphia, PA",DD,Open,Asha Corporation,Horsham,PA,MONTGOMERY,19044,USA,40.178692,-75.178906
335701,533,"Hartford-New Haven, CT",DD,Open,"Route 66 Donuts, LLC",East Hampton,CT,Middlesex,6424,USA,41.583898,-72.502997
335704,504,"Philadelphia, PA",DD,Open,"Dover Donut Shops, Inc.",Harrington,DE,Kent,19952,USA,38.925372,-75.566009
335708,862,"Sacramento/Stockton, CA",BR,Open,Her Family Enterprise LLC,Yuba City,CA,Sutter,95991,USA,39.141737,-121.629386
335709,825,"San Diego, CA",BR,Open,Phillip T. Guhl and Cynthia M. Guhl,San Diego,CA,SAN DIEGO,92123,USA,32.81081,-117.116762
335716,501,"Metro, NY",DD,Permanent Close,PC AND N #15 LLC,Cream Ridge,NJ,Monmouth,8514,USA,40.15249,-74.43615
335717,511,"Washington, DC",BR/DD,Open,"DVA Jefferson-3325, LLC",Alexandria,VA,Alexandria,22305,USA,38.835142,-77.051175
335720,602,"Chicago, IL",DD,Open,SEVA Companies LLC Madison & Wabash,Chicago,IL,COOK,60602,USA,41.882424,-87.626363
335722,602,"Chicago, IL",BR/DD,Open,Oaklawn Inc.,Oak Lawn,IL,Cook,60453,USA,41.696192,-87.739326
335762,506,"E. Mass/Southern, NH",DD,Open,"WB DONUTS, LLC",West Bridgewater,MA,Plymouth,2379,USA,42.016531,-71.03242
335766,521,"Providence, RI",DD,Open,"ELSBREE STREET DONUTS, LLC",Fall River,MA,Bristol,2720,USA,41.713687,-71.127323
335767,521,"Providence, RI",DD,Open,"Allens Ave Donuts, LLC",Providence,RI,Providence,2905,USA,41.792593,-71.396821
335768,521,"Providence, RI",DD,Open,"Apex Donuts, Inc.",Warwick,RI,Kent,2886,USA,41.71631,-71.462857
335770,533,"Hartford-New Haven, CT",DD,Open,"Sheilah Donuts, LLC",Ashford,CT,WINDHAM,6278,USA,41.857074,-72.178935
335771,533,"Hartford-New Haven, CT",DD,Open,"244/255 Donuts, LLC",Manchester,CT,HARTFORD,6040,USA,41.772729,-72.529436
335773,533,"Hartford-New Haven, CT",DD,Open,"A.M. Donuts, Inc.",Meriden,CT,NEW HAVEN,6450,USA,41.520252,-72.802378
335774,532,"Albany-Schenectady-Troy, NY",DD,Open,"M.A.L. Donut Venture Of Saratoga, Ltd.",Malta,NY,SARATOGA,12020,USA,42.970351,-73.794791
335784,521,"Providence, RI",DD,Open,"BRAYTON AVE DONUTS, LLC",Fall River,MA,BRISTOL,2722,USA,41.681512,-71.131558
335785,533,"Hartford-New Haven, CT",DD,Open,"Sparta Donuts, LLC",Norwich,CT,New London,6360,USA,41.553928,-72.106799
335792,501,"Metro, NY",DD,Open,"Christie Donuts, Inc.",Branchburg,NJ,Somerset,8876,USA,40.604891,-74.691845
335794,532,"Albany-Schenectady-Troy, NY",DD,Open,"Route 7 Donuts, Inc.",Latham,NY,ALBANY,12110,USA,42.763956,-73.802432
335797,511,"Washington, DC",BR/DD,Open,Auburndale Donut Group Investment LLC,Sterling,VA,Loudoun,20164,USA,39.015474,-77.374755
335799,501,"Metro, NY",DD,Open,"Hillcrest Marshall, Inc.",Croton On Hudson,NY,WESTCHESTER,10520,USA,41.201638,-73.88495
335801,501,"Metro, NY",DD,Open,"Montgomery Donuts, LLC",Montgomery,NY,Orange,12549,USA,41.514968,-74.208139
335805,533,"Hartford-New Haven, CT",DD,Permanent Close,BUTTERCUP CT LLC,Niantic,CT,New London,6357,USA,41.323435,-72.193328
335806,533,"Hartford-New Haven, CT",DD,Open,"Elm Plaza Donuts, Inc.",Enfield,CT,HARTFORD,6082,USA,41.99814,-72.584449
335807,521,"Providence, RI",DD,Open,"Ourly Grind, LLC",New Bedford,MA,Bristol,2745,USA,41.701987,-70.936352
335808,506,"E. Mass/Southern, NH",DD,Open,"Old Dover Donuts, Inc.",Boston,MA,SUFFOLK,2118,USA,42.343678,-71.065989
335811,501,"Metro, NY",DD,Open,"Sicomac Partners-New City, Inc.",New City,NY,Rockland,10956,USA,41.15027,-73.988001
335813,543,"Springfield, MA",DD,Permanent Close,"Lori Donuts, Inc.",Springfield,MA,HAMPDEN,1104,USA,42.137183,-72.569391
335814,543,"Springfield, MA",DD,Open,"Jessica Donuts, Inc.",Chicopee,MA,HAMPDEN,1020,USA,42.161227,-72.582596
335816,532,"Albany-Schenectady-Troy, NY",DD,Open,"Corri, Inc.",Menands,NY,ALBANY,12204,USA,42.682232,-73.732051
335817,504,"Philadelphia, PA",DD,Open,PC And N #11 LLC,Lawrenceville,NJ,Mercer,8648,USA,40.265601,-74.740319
335824,523,"Burlington, VT-Plattsburgh, NY",DD,Open,"Donuts Of Rutland, Inc.",Randolph,VT,ORANGE,5060,USA,43.9219,-72.66473
335825,506,"E. Mass/Southern, NH",DD,Open,"KALA DONUTS, INC.",Manchester,NH,HILLSBOROUGH,3102,USA,42.99779,-71.475577
335826,506,"E. Mass/Southern, NH",DD,Open,"Worcester Donuts, Inc.",Worcester,MA,WORCESTER,1608,USA,42.267138,-71.797345
335827,500,"Portland, ME",DD,Open,"Saturn Associates, Inc.",Falmouth,ME,Cumberland,4105,USA,43.732723,-70.294977
335831,506,"E. Mass/Southern, NH",DD,Open,"River St. Donuts, LLC",Fitchburg,MA,WORCESTER,1420,USA,42.586713,-71.809886
335834,523,"Burlington, VT-Plattsburgh, NY",DD,Open,"Donuts Of Rutland, Inc.",Middlebury,VT,Addison,5753,USA,44.012536,-73.165167
335835,504,"Philadelphia, PA",DD,Open,"Pramukh Krupa, Inc.",Philadelphia,PA,PHILADELPHIA,19104,USA,39.956147,-75.181949
335843,100,TFA,BR,Open,"E-Z Stop Food Marts, Inc.",Maryville,TN,BLOUNT,37803,USA,35.733889,-83.993793
335844,100,TFA,BR,Open,"E-Z Stop Food Marts, Inc.",Corryton,TN,KNOX,37721,USA,36.121487,-83.853876
335845,100,TFA,BR,Open,"E-Z Stop Food Marts, Inc.",Maryville,TN,BLOUNT,37804,USA,35.75547,-83.932336
335847,501,"Metro, NY",DD,Open,K TR LAKEWOOD LLC,Toms River,NJ,Ocean,8753,USA,39.985229,-74.209797
335862,533,"Hartford-New Haven, CT",DD,Open,"A.E.B. Donuts, Inc.",Waterbury,CT,NEW HAVEN,6708,USA,41.566953,-73.060667
335863,506,"E. Mass/Southern, NH",DD,Open,"Port Donuts II, LLC",Portsmouth,NH,Rockingham,3801,USA,43.027706,-70.790581
335864,555,"Syracuse, NY",DD,Open,"Ian Donuts, LLC",Syracuse,NY,ONONDAGA,13215,USA,43.005214,-76.178224
335876,506,"E. Mass/Southern, NH",DD,Open,"West Newton Donuts, LLC",Newton,MA,MIDDLESEX,2465,USA,42.349241,-71.224664
335878,511,"Washington, DC",DD,Open,"Perk Me Up, LLC",Rockville,MD,Montgomery,20850,USA,39.110285,-77.174672
335879,501,"Metro, NY",DD,Open,"Karan Arjun, Inc.",Roselle,NJ,UNION,7203,USA,40.644813,-74.253799
335880,501,"Metro, NY",BR/DD,Open,Forest Broadway LLC,Staten Island,NY,Richmond,10310,USA,40.628759,-74.114911
335881,501,"Metro, NY",BR/DD,Open,"Nad2, Inc.",Staten Island,NY,Richmond,10305,USA,40.615274,-74.066789
335883,100,TFA,BR,Open,"Riverside Petroleum, Inc",Pocahontas,AR,Randolph,72455,USA,36.252709,-90.966533
335884,506,"E. Mass/Southern, NH",DD,Open,"East Bridgewater Donuts, Inc.",East Bridgewater,MA,PLYMOUTH,2333,USA,42.03967,-70.957538
