PFCNTR,DMA_CODE,DMA_DESC,OPEN_BRANDS_DESC,OPERTNL_STAT_CODE,LEGAL_ENTITY_NAME,CITY_NAME,STATE_CODE,CNTY_NAME,ZIP_CODE,CNTRY,Latitude,Longitude
300100,560,"Raleigh/Durham, NC",,Permanent Close,RobertoS Br Shop,Newton,NC,Catawba,28658,USA,35.960537,-77.820509
300176,532,"Albany-Schenectady-Troy, NY",DD,Open,"DES, Inc.",Clifton Park,NY,Saratoga,12065,USA,42.871739,-73.774136
300178,506,"E. Mass/Southern, NH",DD,Open,Ventura Baking Corp.,Danvers,MA,Essex,1923,USA,,-70.931239
300179,506,"E. Mass/Southern, NH",DD,Open,"Braga Donuts Six, Inc.",Rockport,MA,ESSEX,1966,USA,42.656344,-70.626211
300202,501,"Metro, NY",BR/DD,Open,DJ Holbrook Inc. >,Holbrook,NY,Suffolk,11741,USA,40.806919,-73.07295
300204,501,"Metro, NY",DD,Open,"D. L. & R. Donuts, Inc.",East Orange,NJ,Essex,7018,USA,40.752378,-74.207983
300205,506,"E. Mass/Southern, NH",DD,Open,"NORTH CANTON DONUTS, INC.",Canton,MA,NORFOLK,2021,USA,42.139105,-71.148928
300208,506,"E. Mass/Southern, NH",DD,Open,"Montello Donuts, Inc.",Brockton,MA,Plymouth,2301,USA,42.084421,-71.017414
300210,506,"E. Mass/Southern, NH",DD,Open,"Landing Donuts, LLC",Weymouth,MA,Norfolk,2188,USA,42.218711,-70.967392
300212,506,"E. Mass/Southern, NH",DD,Open,"Leones Donut Shop, Inc.",Somerville,MA,MIDDLESEX,2145,USA,42.393243,-71.083429
300215,506,"E. Mass/Southern, NH",DD,Open,"BROADWAY COFFEE, LLC",Saugus,MA,Essex,1906,USA,42.483084,-71.020118
300221,504,"Philadelphia, PA",DD,Temporary Close,RP DOUGH 1 INC,Philadelphia,PA,Philadelphia,19102,USA,39.953181,-75.164679
300223,506,"E. Mass/Southern, NH",DD,Open,"Mass Ave. Donuts, LLC",Cambridge,MA,Middlesex,2139,USA,42.364984,-71.103405
300230,504,"Philadelphia, PA",DD,Open,"Kunal Enterprises, LLC",Philadelphia,PA,PHILADELPHIA,19146,USA,39.938239,-75.198408
300231,506,"E. Mass/Southern, NH",DD,Open,"South Main Donuts, Inc.",Concord,NH,Merrimack,3301,USA,43.197972,-71.530842
300232,506,"E. Mass/Southern, NH",DD,Open,"S & C Donuts, Inc.",Newton,MA,MIDDLESEX,2458,USA,42.360222,-71.202397
300236,506,"E. Mass/Southern, NH",DD,Open,"Holie Donut III, Inc.",Chelsea,MA,Suffolk,2150,USA,42.395836,-71.052328
300240,506,"E. Mass/Southern, NH",DD,Open,"RMG Donuts, LLC",East Boston,MA,SUFFOLK,2128,USA,42.369062,-71.039333
300241,501,"Metro, NY",DD,Open,FAC 260 Hals LLC,Harrison,NY,Westchester,10528,USA,40.968672,-73.713642
300243,548,"W. Palm Bch/Ft. Pierce, FL",DD,Open,"SOUTHEAST ENTERPRISE HOLDINGS, LLC",Lake Park,FL,Palm Beach,33403,USA,26.794429,-80.054492
300244,521,"Providence, RI",DD,Open,"Calf Donuts, Inc.",Providence,RI,PROVIDENCE,2904,USA,41.854031,-71.400507
300245,521,"Providence, RI",DD,Open,"Torus I, Inc.",Cranston,RI,PROVIDENCE,2910,USA,41.781744,-71.440185
300247,521,"Providence, RI",DD,Open,"Woonsocket Donuts, Inc.",Woonsocket,RI,PROVIDENCE,2895,USA,42.004717,-71.498142
300248,557,"Knoxville, TN",DD,Permanent Close,"Bluemont Group, LLC",Knoxville,TN,Knox,37923,USA,35.923589,-84.094769
300250,506,"E. Mass/Southern, NH",DD,Permanent Close,"Park Avenue Donuts, Inc.",Worcester,MA,WORCESTER,1605,USA,42.247836,-71.833644
300252,506,"E. Mass/Southern, NH",DD,Open,"Epstein Porter I, LLC",Cambridge,MA,MIDDLESEX,2140,USA,42.3892,-71.119597
300254,506,"E. Mass/Southern, NH",DD,Open,"Broad Street Donuts, LLC",Nashua,NH,Hillsborough,3060,USA,42.770011,-71.491821
300255,506,"E. Mass/Southern, NH",DD,Open,"Quincy Donuts, Inc.",Quincy,MA,NORFOLK,2169,USA,42.252772,-70.993044
300258,506,"E. Mass/Southern, NH",DD,Open,"Blake & Trombley, Inc.",Winchendon,MA,WORCESTER,1475,USA,42.681106,-72.048297
300259,506,"E. Mass/Southern, NH",DD,Open,"Newton Donuts, Inc.",Newton,MA,Middlesex,2461,USA,42.319078,-71.209992
300260,548,"W. Palm Bch/Ft. Pierce, FL",DD,Open,"PAFB DD Foods, LLC",Juno Beach,FL,Palm Beach,33408,USA,26.882031,-80.059275
300261,533,"Hartford-New Haven, CT",DD,Open,"J.B. Donuts, Inc.",New Haven,CT,New Haven,6515,USA,41.331862,-72.974466
300263,533,"Hartford-New Haven, CT",DD,Permanent Close,"New Meriden Donuts, Inc.",Meriden,CT,NEW HAVEN,6451,USA,41.538017,-72.807372
300264,521,"Providence, RI",DD,Open,"Rockdale Donuts, Inc.",New Bedford,MA,BRISTOL,2740,USA,41.613661,-70.931381
300268,537,"Bangor, ME",DD,Open,"DMCP Group, LLC",Bangor,ME,Penobscot,4401,USA,44.794766,-68.774891
300269,506,"E. Mass/Southern, NH",DD,Open,"Newport Donuts, Inc.",Dover,NH,Strafford,3820,USA,43.199631,-70.875508
300270,521,"Providence, RI",DD,Open,"A & A DONUTS, INCORPORATED",Warwick,RI,Kent,2888,USA,41.7355,-71.434767
300277,506,"E. Mass/Southern, NH",DD,Open,"Natalia Donuts, Inc.",Woburn,MA,Middlesex,1801,USA,42.467311,-71.178194
300279,506,"E. Mass/Southern, NH",DD,Open,"Laconia Donuts, Inc.",Laconia,NH,BELKNAP,3246,USA,43.524011,-71.467402
300283,533,"Hartford-New Haven, CT",DD,Open,"Spiro Donuts, LLC",Hamden,CT,New Haven,6514,USA,41.363606,-72.923389
300284,533,"Hartford-New Haven, CT",DD,Open,"B & C Donuts, Inc.",Milford,CT,New Haven,6460,USA,41.239047,-73.035461
300286,521,"Providence, RI",DD,Open,"Taunton Ave. Donuts, Inc.",East Providence,RI,Providence,2914,USA,41.819544,-71.370906
300287,521,"Providence, RI",DD,Open,"AM Donuts, Inc.",Central Falls,RI,PROVIDENCE,2863,USA,41.886889,-71.387503
300289,533,"Hartford-New Haven, CT",DD,Open,"M.C.R. Donuts, Inc.",Naugatuck,CT,New Haven,6770,USA,41.46869,-73.023725
300292,533,"Hartford-New Haven, CT",DD,Open,"Couto Donuts, Inc.",Groton,CT,NEW LONDON,6340,USA,41.371905,-72.072075
300296,521,"Providence, RI",DD,Open,"MEREDITH DONUTS, LLC",Providence,RI,PROVIDENCE,2907,USA,41.814556,-71.421205
300297,521,"Providence, RI",DD,Open,"Newport Ave. Donuts, Inc.",Pawtucket,RI,Providence,2861,USA,41.861169,-71.354269
300298,521,"Providence, RI",DD,Open,"D.B. Donuts, Incorporated",Warwick,RI,Kent,2886,USA,41.719064,-71.485739
300299,504,"Philadelphia, PA",DD,Open,Northeast Donut Shops Management Corporation,Roslyn,PA,Montgomery,19001,USA,40.117642,-75.136169
300301,506,"E. Mass/Southern, NH",DD,Open,"Lynn Donuts, Inc.",Lynn,MA,Essex,1901,USA,42.458022,-70.949712
300303,521,"Providence, RI",DD,Temporary Close,"Proinova, LLC",Raynham,MA,Bristol,2767,USA,41.90635,-71.050114
300304,506,"E. Mass/Southern, NH",DD,Permanent Close,"Dedham Donuts, Inc.",Dedham,MA,Norfolk,2026,USA,42.250106,-71.171922
300305,506,"E. Mass/Southern, NH",DD,Open,"B & R Donuts, Inc.",Brighton,MA,Suffolk,2135,USA,42.356017,-71.149212
300309,521,"Providence, RI",DD,Open,"DARTMOUTH MANAGEMENT GROUP, LLC",Fall River,MA,Bristol,2720,USA,41.700262,-71.145276
300312,533,"Hartford-New Haven, CT",DD,Open,"Great American Donut, Inc.",Hartford,CT,Hartford,6114,USA,41.738017,-72.667604
300314,506,"E. Mass/Southern, NH",DD,Open,"Harold Crockett Company, Inc.",Dorchester,MA,SUFFOLK,2122,USA,42.293589,-71.048325
300315,521,"Providence, RI",DD,Permanent Close,"Daly Grind, LLC",New Bedford,MA,Bristol,2740,USA,41.626708,-70.920297
300316,506,"E. Mass/Southern, NH",DD,Open,"A C Donuts, Inc.",Lynn,MA,ESSEX,1905,USA,42.460386,-70.968428
300319,521,"Providence, RI",DD,Open,"Millenium Grind, LLC",New Bedford,MA,Bristol,2746,USA,41.662764,-70.942553
300322,501,"Metro, NY",DD,Permanent Close,"Sicomac Partners-Nanuet, Inc.",Nanuet,NY,Rockland,10954,USA,41.101692,-74.025781
300323,506,"E. Mass/Southern, NH",DD,Open,"Grade, Inc.",Beverly,MA,ESSEX,1915,USA,42.559136,-70.88225
300325,506,"E. Mass/Southern, NH",DD,Open,"J & L DONUTS, INC.",Peabody,MA,ESSEX,1960,USA,42.526892,-70.926889
300326,506,"E. Mass/Southern, NH",DD,Permanent Close,"South Broadway Donuts, LLC",Lawrence,MA,ESSEX,1843,USA,42.698622,-71.163703
300330,521,"Providence, RI",DD,Open,"Aquidneck Donuts, Inc.",Middletown,RI,Newport,2842,USA,41.52475,-71.297533
300331,506,"E. Mass/Southern, NH",DD,Permanent Close,"Cape Cod Enterprises, LLC",Hyannis,MA,Barnstable,2601,USA,41.648622,-70.291044
300335,501,"Metro, NY",DD,Open,ABDD V LLC,Fair Lawn,NJ,BERGEN,7410,USA,40.924333,-74.103636
300338,506,"E. Mass/Southern, NH",DD,Open,"Shrewsbury Donuts, Inc.",Shrewsbury,MA,Worcester,1545,USA,42.274612,-71.750028
300339,533,"Hartford-New Haven, CT",DD,Open,"Jacks Family Donuts, Inc.",Southington,CT,Hartford,6489,USA,41.610986,-72.875903
300340,533,"Hartford-New Haven, CT",DD,Temporary Close,"1084 Main Street Donuts, LLC",East Hartford,CT,Hartford,6108,USA,41.772464,-72.641714
300341,533,"Hartford-New Haven, CT",DD,Open,"Premier Food Services, LLC",Torrington,CT,LITCHFIELD,6790,USA,41.828055,-73.110093
300342,501,"Metro, NY",DD,Open,"Fairfield Donuts, Inc.",Fairfield,CT,FAIRFIELD,6824,USA,41.148506,-73.245258
300343,533,"Hartford-New Haven, CT",DD,Open,"CRRM Branford Donuts, Inc.",Branford,CT,NEW HAVEN,6405,USA,41.286369,-72.817094
300344,533,"Hartford-New Haven, CT",DD,Open,"Waterbury Donuts, Inc.",Waterbury,CT,New Haven,6702,USA,41.561778,-73.054078
300345,533,"Hartford-New Haven, CT",DD,Open,"West Haven Donuts, Inc.",West Haven,CT,NEW HAVEN,6516,USA,41.296328,-72.951217
300348,501,"Metro, NY",DD,Open,Stratford Donut Corp.,Stratford,CT,FAIRFIELD,6497,USA,41.199067,-73.129694
300353,506,"E. Mass/Southern, NH",DD,Open,"Drews Donuts, Inc.",Salem,MA,ESSEX,1970,USA,42.520343,-70.895585
300354,511,"Washington, DC",DD,Open,"LUIS GROUP, LLC",Wheaton,MD,Montgomery,20902,USA,39.0388,-77.05127
300359,501,"Metro, NY",BR/DD,Open,"IAT City Line, Inc.",Brooklyn,NY,Kings,11208,USA,40.679139,-73.864704
300361,523,"Burlington, VT-Plattsburgh, NY",DD,Open,"VERMONT DONUT ENTERPRISES V, LLC",Swanton,VT,Franklin,5488,USA,44.921323,-73.112207
300364,602,"Chicago, IL",DD,Open,"CHEHAR, CORP.",Aurora,IL,KANE,60505,USA,41.752041,-88.293985
300365,532,"Albany-Schenectady-Troy, NY",DD,Open,"Cristina Donuts, Inc.",Albany,NY,Albany,12210,USA,42.665352,-73.790543
300368,506,"E. Mass/Southern, NH",DD,Open,"Framingham Donuts, Inc.",Framingham,MA,Middlesex,1701,USA,42.282417,-71.414966
300372,504,"Philadelphia, PA",DD,Open,Sita Ram Inc,West Berlin,NJ,CAMDEN,8091,USA,39.807434,-74.930766
300374,504,"Philadelphia, PA",DD,Open,"PC AND N #16, LLC",Trenton,NJ,Mercer,8608,USA,40.219663,-74.761005
300380,523,"Burlington, VT-Plattsburgh, NY",DD,Open,"Donuts Of Rutland, Inc.",Rutland,VT,RUTLAND,5701,USA,43.598753,-72.969878
300381,512,"Baltimore, MD",DD,Open,"SGS, LLC",Timonium,MD,BALTIMORE,21093,USA,39.436392,-76.624164
300390,504,"Philadelphia, PA",DD,Open,Poonam Donut Corp.,Levittown,PA,Bucks,19056,USA,40.131944,-74.88415
300391,501,"Metro, NY",DD,Open,Corlies Avenue Donuts LLC,Neptune,NJ,Monmouth,7753,USA,40.209157,-74.027183
300392,501,"Metro, NY",BR/DD,Open,"Ganpati Donuts, Inc.",Newburgh,NY,ORANGE,12550,USA,41.502372,-74.039397
300396,501,"Metro, NY",BR/DD,Open,"D. P. T. Enterprises, Inc.",Cos Cob,CT,FAIRFIELD,6807,USA,41.039322,-73.596356
300397,512,"Baltimore, MD",BR/DD,Open,"MD Harbor, LLC",Baltimore,MD,Baltimore,21214,USA,39.350983,-76.562191
300398,555,"Syracuse, NY",DD,Open,"Oswego Foodservice Group, LLC",Fulton,NY,OSWEGO,13069,USA,43.317575,-76.412344
300399,501,"Metro, NY",DD,Open,"QSR CEDAR GROVE, LLC",Cedar Grove,NJ,Essex,7009,USA,40.846063,-74.228653
300400,566,"Lancaster/Harrisburg/York, PA",DD,Open,"Kings Point Ventures, LLC",Harrisburg,PA,Dauphin,17109,USA,40.293736,-76.827653
300403,523,"Burlington, VT-Plattsburgh, NY",DD,Open,"Vermont Donut Enterprises, LLC",Burlington,VT,CHITTENDEN,5401,USA,44.459844,-73.207892
300407,500,"Portland, ME",DD,Permanent Close,"Portland Donuts, Inc.",Portland,ME,Cumberland,4102,USA,43.654724,-70.280009
300411,512,"Baltimore, MD",DD,Open,"Anand, Inc.",Baltimore,MD,Baltimore,21244,USA,39.352756,-76.756103
300415,602,"Chicago, IL",BR/DD,Open,"Indianapolis Donut, Inc.",Whiting,IN,LAKE,46394,USA,41.685469,-87.505186
300417,506,"E. Mass/Southern, NH",DD,Open,"Omega Foods, Inc.",Boston,MA,Suffolk,2116,USA,42.349561,-71.079929
300420,506,"E. Mass/Southern, NH",DD,Open,"MANCO, LLC",Manchester,NH,HILLSBOROUGH,3104,USA,43.007458,-71.457461
300424,504,"Philadelphia, PA",DD,Open,Shivkanta Corporation,Reading,PA,BERKS,19605,USA,40.364253,-75.926724
300425,506,"E. Mass/Southern, NH",DD,Open,"Keene Donuts, Inc.",Keene,NH,Cheshire,3431,USA,42.932606,-72.285729
300428,501,"Metro, NY",DD,Open,"ST. GEORGE DONUTS, INC.",Avenel,NJ,Middlesex,7001,USA,40.585301,-74.292748
300433,504,"Philadelphia, PA",DD,Open,AARK INVESTMENTS LLC,Wilmington,DE,New Castle,19804,USA,39.731242,-75.58215
300446,752,"Colorado Springs, CO",DD,Open,"JB Partners CS & Colorado Ave, LLC",Colorado Springs,CO,El Paso,80905,USA,38.834483,-104.839339
300448,501,"Metro, NY",DD,Open,"Old Danbury Donuts, Inc.",Danbury,CT,Fairfield,6810,USA,41.397723,-73.451265
300450,504,"Philadelphia, PA",DD,Open,"Bansari Enterprises, Inc.",Brookhaven,PA,DELAWARE,19015,USA,39.866897,-75.376269
300451,501,"Metro, NY",BR/DD,Open,GARD of Union Inc.,Union,NJ,Union,7083,USA,40.704356,-74.293864
300452,532,"Albany-Schenectady-Troy, NY",DD,Open,"M.A.L. Donut Venture Of Saratoga, Ltd.",Saratoga Springs,NY,Saratoga,12866,USA,43.074622,-73.787551
300455,533,"Hartford-New Haven, CT",DD,Open,"GS Donuts, LLC",New Haven,CT,New Haven,6510,USA,41.305365,-72.926059
300459,501,"Metro, NY",DD,Open,"1209 Main Avenue, Inc.",Clifton,NJ,Passaic,7011,USA,40.876836,-74.141653
300460,501,"Metro, NY",DD,Open,"Valley Stream Donuts, Inc.",Valley Stream,NY,Nassau,11581,USA,40.658311,-73.695194
300461,501,"Metro, NY",DD,Open,Metro Franchising Commissary LLC,Queens Village,NY,QUEENS,11427,USA,40.72989,-73.74523
300462,501,"Metro, NY",BR/DD,Open,OM Shree Hanuman LLC,Flushing,NY,Queens,11354,USA,40.76537,-73.81981
300465,501,"Metro, NY",BR/DD,Open,Jericho Donuts LLC,Commack,NY,Suffolk,11725,USA,40.844806,-73.276264
300467,501,"Metro, NY",BR/DD,Open,A.W. Roslyn Food LLC,Roslyn,NY,Nassau,11576,USA,40.79891,-73.66323
300469,571,"Fort Myers, FL",DD,Open,"SSC300469, LLC",Cape Coral,FL,Lee,33904,USA,26.562314,-81.953994
300470,752,"Colorado Springs, CO",DD,Open,"JB Partners CS & Delmonico Drive, LLC",Colorado Springs,CO,El Paso,80919,USA,38.927775,-104.830766
300471,532,"Albany-Schenectady-Troy, NY",DD,Open,Westside Albany New Day Ventures LLC,Albany,NY,Albany,12205,USA,42.685554,-73.796909
300476,502,"Binghamton, NY",DD,Open,"Sonraj, Inc.",Vestal,NY,BROOME,13850,USA,42.0948,-76.00445
300477,533,"Hartford-New Haven, CT",DD,Open,"Great American Donut, Inc.",West Hartford,CT,Hartford,6110,USA,41.743101,-72.716136
300478,532,"Albany-Schenectady-Troy, NY",DD,Open,"Schenectady Donuts, Inc.",Schenectady,NY,SCHENECTADY,12304,USA,42.799064,-73.9256
300479,565,"Elmira, NY",DD,Open,Gopalanand Swamibapa Corporation,Elmira,NY,CHEMUNG,14901,USA,42.092446,-76.800161
300480,538,"Rochester, NY",DD,Open,BAJRANGI RIDGE DONUTS LLC,Rochester,NY,Monroe,14621,USA,43.194472,-77.610856
300481,504,"Philadelphia, PA",DD,Open,PC And N Corp. #4,Trenton,NJ,Mercer,8610,USA,40.190272,-74.710872
300485,501,"Metro, NY",DD,Open,"Men At Work, LLC",Larchmont,NY,WESTCHESTER,10538,USA,40.936103,-73.746717
300487,501,"Metro, NY",BR/DD,Open,GARD of Kenilworth Inc.,Kenilworth,NJ,UNION,7033,USA,40.677136,-74.286147
300493,501,"Metro, NY",BR/DD,Open,Sikand 380 Limited Liability Company,Lodi,NJ,Bergen,7644,USA,40.887057,-74.064723
300495,512,"Baltimore, MD",DD,Temporary Close,"Union Enterprises, Inc.",Baltimore,MD,BALTIMORE,21222,USA,39.267403,-76.497646
300496,504,"Philadelphia, PA",DD,Open,"Brite Enterprises, LLC",Philadelphia,PA,Philadelphia,19142,USA,39.923594,-75.245158
300497,506,"E. Mass/Southern, NH",DD,Open,"Braga Donuts, Inc.",Gloucester,MA,ESSEX,1930,USA,42.613174,-70.660418
300498,506,"E. Mass/Southern, NH",DD,Open,"Watertown Donuts, Inc.",Watertown,MA,MIDDLESEX,2472,USA,42.366275,-71.181797
300501,504,"Philadelphia, PA",DD,Open,"Shreeji Donuts, Inc.",Wilmington,DE,New Castle,19809,USA,39.770023,-75.501981
300503,532,"Albany-Schenectady-Troy, NY",DD,Open,First Donuts L.L.C.,Pittsfield,MA,Berkshire,1201,USA,42.448561,-73.250869
300506,504,"Philadelphia, PA",DD,Open,"AARK KIRKWOOD, LLC",Wilmington,DE,New Castle,19808,USA,39.721101,-75.663186
300507,543,"Springfield, MA",DD,Open,"Memorial Donuts, Inc.",Chicopee,MA,Hampden,1020,USA,42.179797,-72.578114
300511,521,"Providence, RI",DD,Open,"MSA DONUTS, LLC",Pawtucket,RI,PROVIDENCE,2860,USA,41.870933,-71.413525
300512,533,"Hartford-New Haven, CT",DD,Open,"Whethersfield Donuts, Inc.",Wethersfield,CT,HARTFORD,6109,USA,41.721033,-72.667883
300518,501,"Metro, NY",DD,Open,"Oom, Inc.",Rockaway,NJ,Morris,7866,USA,40.887594,-74.527872
300521,504,"Philadelphia, PA",DD,Open,"Shivgauri, LLC",Allentown,PA,Lehigh,18102,USA,40.607687,-75.491725
300533,543,"Springfield, MA",DD,Open,"Villa Franca Donuts, Inc.",Westfield,MA,HAMPDEN,1085,USA,42.1188,-72.743731
300535,521,"Providence, RI",DD,Open,"Atwood Donuts, LLC",Johnston,RI,Providence,2919,USA,41.823292,-71.498639
300537,602,"Chicago, IL",DD,Open,"Lincoln & California Donuts, Inc.",Chicago,IL,Cook,60659,USA,41.985629,-87.69909
300539,506,"E. Mass/Southern, NH",DD,Permanent Close,"Nashoba Valley Donuts, LLC",Leominster,MA,Worcester,1453,USA,42.523691,-71.758676
300542,602,"Chicago, IL",DD,Open,"CHICAGO WILSON DONUTS, INC.",Chicago,IL,Cook,60640,USA,41.965019,-87.656758
300547,521,"Providence, RI",DD,Open,"E.P. Donuts, Inc.",East Providence,RI,Providence,2914,USA,41.810856,-71.359217
300548,602,"Chicago, IL",DD,Open,RMN Corp.,Chicago,IL,COOK,60660,USA,41.990792,-87.679194
300551,504,"Philadelphia, PA",DD,Open,"Hongs Enterprises, Inc.",Philadelphia,PA,Philadelphia,19135,USA,40.030932,-75.054527
300552,504,"Philadelphia, PA",DD,Open,"OHM Havertown, LLC",Havertown,PA,Delaware,19083,USA,39.9719,-75.31117
300553,512,"Baltimore, MD",BR/DD,Open,"Nanduba, Inc.",Catonsville,MD,BALTIMORE,21228,USA,39.273088,-76.728024
300557,504,"Philadelphia, PA",DD,Open,Nilkanth Donut Corp.,Oaklyn,NJ,Camden,8107,USA,39.901656,-75.077019
300558,533,"Hartford-New Haven, CT",DD,Permanent Close,"Liberty Donuts, Inc.",Old Saybrook,CT,MIDDLESEX,6475,USA,41.294736,-72.379742
300561,602,"Chicago, IL",BR/DD,Open,"Unique Group, Inc.",Berwyn,IL,COOK,60402,USA,41.850462,-87.788667
300562,602,"Chicago, IL",DD,Open,SURAMBALA CORP.,Chicago,IL,COOK,60638,USA,41.792337,-87.790757
300565,506,"E. Mass/Southern, NH",DD,Permanent Close,"J & O Donuts, Inc.",Webster,MA,WORCESTER,1570,USA,42.048924,-71.884423
300566,602,"Chicago, IL",BR/DD,Open,"Royal Food, Inc.",Chicago,IL,Cook,60640,USA,41.968722,-87.672958
300567,602,"Chicago, IL",BR/DD,Open,Hanuman Inc.,Des Plaines,IL,COOK,60016,USA,42.035964,-87.941072
300569,505,"Detroit, MI",BR/DD,Open,Manikrupa Corporation,Westland,MI,Wayne,48185,USA,42.324328,-83.379703
300570,501,"Metro, NY",DD,Open,"Main Coffee House, LLC",Bridgeport,CT,Fairfield,6606,USA,41.216977,-73.213975
300571,506,"E. Mass/Southern, NH",DD,Open,C.M.B. Medeiros Inc.,Malden,MA,MIDDLESEX,2148,USA,42.42395,-71.065447
300572,506,"E. Mass/Southern, NH",DD,Open,"SOMERVILLE DONUTS, LLC",Somerville,MA,MIDDLESEX,2143,USA,42.378901,-71.093988
300573,521,"Providence, RI",DD,Open,Hoxsie Four Corporation,Warwick,RI,Kent,2889,USA,41.733353,-71.406417
300574,504,"Philadelphia, PA",DD,Open,"JSG, Inc.",Brooklawn,NJ,CAMDEN,8030,USA,39.877309,-75.11233
300575,504,"Philadelphia, PA",DD,Open,"Sai Chaya, Inc.",Trenton,NJ,MERCER,8611,USA,40.198575,-74.752522
300577,524,"Atlanta, GA",DD,Open,"6060 Roswell Donuts Holdings, LLC",Sandy Springs,GA,Fulton,30328,USA,33.920194,-84.379311
300580,521,"Providence, RI",DD,Open,"GNT, LLC",East Freetown,MA,Bristol,2717,USA,41.770831,-70.956228
300581,504,"Philadelphia, PA",DD,Open,"Tripura, Inc.",Springfield,PA,DELAWARE,19064,USA,39.923568,-75.314436
300583,532,"Albany-Schenectady-Troy, NY",DD,Open,"Colonie Donuts II, Inc",Latham,NY,Albany,12110,USA,42.736224,-73.761719
300584,506,"E. Mass/Southern, NH",DD,Open,"Adie-Conway, Inc.",Chelmsford,MA,MIDDLESEX,1824,USA,42.603014,-71.345625
300589,501,"Metro, NY",DD,Open,"TRM Group, Inc.",South Plainfield,NJ,Middlesex,7080,USA,40.595714,-74.400156
300590,506,"E. Mass/Southern, NH",DD,Open,"JSC Donuts, Inc.",Nashua,NH,Hillsborough,3060,USA,42.764232,-71.466029
300591,506,"E. Mass/Southern, NH",DD,Open,"J.M.B. Donuts, Inc.",Manchester,NH,HILLSBOROUGH,3101,USA,42.980822,-71.463603
300593,602,"Chicago, IL",DD,Open,O M Namah Inc.,Brookfield,IL,COOK,60513,USA,41.817137,-87.851582
300594,532,"Albany-Schenectady-Troy, NY",DD,Permanent Close,Westside Albany Meredith Ventures LLC,Albany,NY,ALBANY,12203,USA,42.677847,-73.829086
300595,512,"Baltimore, MD",BR/DD,Open,Rupani Corporation,Glen Burnie,MD,ANNE ARUNDEL,21061,USA,39.17765,-76.616569
300604,501,"Metro, NY",DD,Open,ABDD V LLC,Ramsey,NJ,Bergen,7446,USA,41.062661,-74.125917
300605,617,"Milwaukee, WI",DD,Open,Shree Layton LLC,Milwaukee,WI,Milwaukee,53207,USA,42.958792,-87.911708
300606,602,"Chicago, IL",BR/DD,Open,Royal Corporation,Berwyn,IL,Cook,60402,USA,41.825158,-87.798336
300611,521,"Providence, RI",DD,Open,"Rich Donuts, Inc.",Richmond,RI,Washington,2898,USA,41.511253,-71.686128
300617,512,"Baltimore, MD",DD,Open,Chhatral Corporation,Baltimore,MD,Baltimore,21230,USA,39.264162,-76.655448
300623,501,"Metro, NY",BR/DD,Open,"Erica Donuts II, Inc.",Closter,NJ,Bergen,7624,USA,40.971159,-73.959626
300624,501,"Metro, NY",DD,Open,SNEH Foods Limited Liability Company,West Long Branch,NJ,Monmouth,7764,USA,40.29845,-74.009375
300628,504,"Philadelphia, PA",DD,Open,Ekadanta LLC,Easton,PA,NORTHAMPTON,18042,USA,40.690263,-75.228379
300629,512,"Baltimore, MD",DD,Open,"Eastpoint Refreshment Co., Inc.",Baltimore,MD,Baltimore,21224,USA,39.285083,-76.540405
300630,539,"Tampa/St. Pete/Sarasota, FL",DD,Open,"Minerva, Inc.",Brandon,FL,Hillsborough,33511,USA,27.938204,-82.303633
300631,543,"Springfield, MA",DD,Open,"Lori Donuts, Inc.",Southwick,MA,Hampden,1077,USA,42.047709,-72.779963
300645,501,"Metro, NY",BR/DD,Open,SI HYLAN 2425 LLC,Staten Island,NY,RICHMOND,10306,USA,40.571971,-74.108255
300648,505,"Detroit, MI",DD,Open,"Bayyouk Classic Donuts, Inc.",Westland,MI,WAYNE,48186,USA,42.296756,-83.388088
300650,506,"E. Mass/Southern, NH",DD,Open,MORTON DONUT INC.,South Weymouth,MA,NORFOLK,2190,USA,42.180069,-70.955831
300652,504,"Philadelphia, PA",DD,Open,"Sunbeam Morrisville, Inc.",Morrisville,PA,BUCKS,19067,USA,40.208642,-74.798183
300653,505,"Detroit, MI",BR/DD,Open,OM OAK PARK DONUTS INC,Oak Park,MI,Oakland,48237,USA,42.474398,-83.20089
300658,533,"Hartford-New Haven, CT",DD,Open,"Hatzis Donuts, LLC",Waterford,CT,New London,6385,USA,41.386531,-72.159433
300660,506,"E. Mass/Southern, NH",DD,Open,"Roslindale Donuts, Inc.",Roslindale,MA,Suffolk,2131,USA,42.287906,-71.126892
300662,506,"E. Mass/Southern, NH",DD,Open,"RMG Donuts, LLC",East Boston,MA,Suffolk,2128,USA,42.385928,-71.008314
300663,543,"Springfield, MA",DD,Open,"Northampton Donuts, Inc.",Northampton,MA,Hampshire,1060,USA,42.32381,-72.633504
300665,500,"Portland, ME",DD,Permanent Close,"South Portland Donuts, LLC",South Portland,ME,Cumberland,4106,USA,43.621197,-70.304353
300666,523,"Burlington, VT-Plattsburgh, NY",DD,Permanent Close,"Quality Donuts, Inc.",Barre,VT,Washington,5641,USA,44.200163,-72.504536
300668,533,"Hartford-New Haven, CT",DD,Open,"Willimantic Donuts, Inc.",Willimantic,CT,Windham,6226,USA,41.713088,-72.218844
300669,533,"Hartford-New Haven, CT",DD,Open,"New England Donuts, LLC",Southington,CT,Hartford,6489,USA,41.640014,-72.874464
